id,cat,baby,praat_f0_mean_c,praat_f0_median_c,praat_f0_std_c,praat_f0_min_c,praat_f0_max_c,praat_f0_first_quart_c,praat_f0_third_quart_c,praat_f0_iqr_c,praat_f1_mean_c,praat_f1_median_c,praat_f1_std_c,praat_f1_min_c,praat_f1_max_c,praat_f1_first_quart_c,praat_f1_third_quart_c,praat_f1_iqr_c,praat_f2_mean_c,praat_f2_median_c,praat_f2_std_c,praat_f2_min_c,praat_f2_max_c,praat_f2_first_quart_c,praat_f2_third_quart_c,praat_f2_iqr_c,praat_it_mean_c,praat_it_median_c,praat_it_std_c,praat_it_min_c,praat_it_max_c,praat_it_first_quart_c,praat_it_third_quart_c,praat_it_iqr_c,praat_ittrv_mean_c,praat_ittrv_median_c,praat_ittrv_std_c,praat_ittrv_max_c,praat_ittrv_first_quar_c,praat_ittrv_third_quar_c,praat_ittrv_iqr_c,praat_vowtrv_mean_c,praat_vowtrv_median_c,praat_vowtrv_std_c,praat_vowtrv_max_c,praat_vowtrv_first_quart_c,praat_vowtrv_third_quart_c,praat_vowtrv_iqr_c,praat_f0trv_mean_c,praat_f0trv_median_c,praat_f0trv_std_c,praat_f0trv_max_c,praat_f0trv_first_quart_c,praat_f0trv_third_quart_c,praat_f0trv_iqr_c,praat_f0_range_c,praat_f1_range_c,praat_f2_range_c,praat_it_range_c,praat_ittrv_range_c,praat_vowtrv_range_c,praat_f0trv_range_c,praat_f0trv_rate_median_c,praat_f0trv_rate_iqr_c,praat_vowtrv_rate_median_c,praat_vowtrv_rate_iqr_c,praat_ittrv_rate_media_c,praat_ittrv_rate_iqr_c,praat_f0_trv_rate_default_c,praat_vowtrv_rate_default_c,praat_ittrv_rate_defau_c,mir_attack_mean_c,mir_attack_std_c,mir_attack_range_c,mir_attack_min_c,mir_attack_1q_c,mir_attack_med_c,mir_attack_3q_c,mir_attack_max_c,mir_attack_dist_c,mir_attack_iqr_c,mir_roughness_mean_c,mir_roughness_std_c,mir_roughness_range_c,mir_roughness_1q_c,mir_roughness_med_c,mir_roughness_3q_c,mir_roughness_max_c,mir_roughness_dist_c,mir_rolloff85_c,mir_inharmonicity_c,mir_roughness_iqr_c,mir_tempo_c,mir_pulseclarity_c,tm_peak_hz_c,tm_peak_idx_c,tm_std_idx_c,tm_std_hz_c,npvi_phrase_c,npvi_total_c,npvi_num_events_c
BEJ08C,ad song,.88596493,.34046602,.41607115,.055402864,1.6465254,1.0230405,.50069332,.49701998,.29807326,-.31552765,-.14638555,-.16101451,.36579177,.38130698,-.2186791,-.45242676,-.38559783,-.052690849,.17417896,0,.0023246163,.11791322,-.45082819,-.26057941,.11581828,.56289124,.42041498,-.37492323,0,.46834183,.46491036,.55983454,.30143699,-.41371882,-.90288651,.43480268,.93910944,-.94832766,-.89302766,-.82430464,-.56210846,-.4755466,-.62043655,.4764944,-.48543081,-.55361438,-.55116314,-.32445666,-.52521861,.40764734,1.1226789,.14872342,-.6346342,-.68223941,.69940698,.34559578,.1425146,.76928687,.93935221,.47649276,1.1226783,-.24029964,-.49481544,-.11612394,-.15280189,-.38600948,-.28697771,-.16057362,-.11212672,-.13664918,.045602553,.098796032,.21614875,-.37837747,-.32402843,.14890517,.031582613,.20546713,,.19938739,-.051068593,-.0016984069,-3.3920767e-06,-.0040859119,-.0030184668,-.0029392389,-3.3920787e-06,-.0032386987,-.42573008,-.96147472,-.002881679,-1.1508512,.036358546,-1.8416251,-1.841625,.78308523,.78308511,1.3911396,.81758225,.93311828
BEJ08D,ad speech,.50847459,-1.0867208,-.95881462,-.85656023,-1.2497563,-1.5068637,-.90083194,-.88988292,-.52787703,.83200145,.68640035,-.49297419,-.74569917,-.30761048,.97493213,.8906467,.34937158,-.16341847,-.31575543,0,.1609402,-.57242483,-.81487012,.26134208,.27454436,-.37311551,-.36065397,-.10759558,0,-.3039439,-.45844272,-.35464096,.43044716,.61427802,1.3407761,-.1895988,-.18578281,1.6099519,1.3029033,1.1668013,.56404752,1.4534718,-.63772076,-1.2599398,1.4433863,1.3051872,1.2448467,1.6308228,1.7400327,.39862138,-1.3639818,-.39610508,2.0102863,2.1628497,-1.2687594,-.17650086,-.47613564,-.35153818,-.1866243,-1.2599354,-1.3639811,.67872393,1.4206403,.32822186,.34924105,.29136294,.15699071,.52134681,.091758639,.10119043,-.4213126,-.73372215,-.44379282,-.038769204,.37313619,-.33079246,-.28308892,-.44604677,-.034471925,-.55547011,.13733084,.0054647415,.0032441767,.013170578,.0088705402,.0072130356,.0032441786,.0070436252,.022070771,1.9264865,.0068816473,-.9910897,-.88408089,1.2277498,1.2277499,-2.3492558,-2.3492532,-.726165,-1.3488435,-.16136633
BEJ15A,id song,.7723577,.7657606,.69767326,.25084719,-.55775577,-.023223575,.58604783,.86640525,.77779603,.027343649,.046012707,.48389226,.83930701,.51338971,-.41860226,.34409988,.73345077,1.7671328,1.5684148,.13021341,.48150679,.11419097,1.6732752,1.4157935,-.85073936,.44487712,.2925534,-.23883,.65256727,.23182702,.42451248,.33566451,-.19785692,-.36145973,-.33988571,.029336365,-.28009033,-.36756888,-.51976645,-.52475762,.28533804,.054649372,.23870704,1.004861,.081893161,.52774674,.59492099,-.93522471,-.41488317,-.42841426,.10934643,-.16712986,-.56674629,-.57794464,.089745164,.33582118,-.14580987,-.50492036,-.28092775,1.0048574,.10934637,-.22408566,-.3757827,.033292219,-.026667405,-.25502583,-.25954098,-.42382789,.0084254639,-.16704606,.17113435,.17661865,.096777245,-.53789347,.4806948,.3147347,-.038996048,.072218075,-.34191296,-.2911998,-.10400332,-.015741171,-.032083765,-.0016783505,-.0011957614,-.0020702961,-.032083783,-.0064949873,.0054775658,-1.1497066,-.0021524334,.27517298,1.8232085,-.28501335,-.28501338,.56956673,.56956792,-.31011364,.029294938,-.93873096
BEJ15B,id speech,.89705884,.83512223,.83855754,1.6655011,-.41157791,.72455752,.56064934,1.0025268,1.5655153,.25483176,.33350265,-.8997432,.89699888,-2.3947351,.79973161,.073824942,-.51205903,-1.1335804,-1.3989213,-.59910381,-.42084244,-.68460876,-.96665078,-1.517538,-.019411871,.1450661,.27865505,1.1956196,-.33425835,.45659003,.022072745,.22166796,.8540712,.55372494,.54423428,.35113251,.45397854,.63221848,.51693916,.46198517,-.61244321,-1.1263552,-.14645857,1.0525507,-1.034891,-.7986201,-.73401004,.76552498,.34170166,1.1524942,.87222368,.8341766,-.068871573,-.16563194,.8155784,-2.3526039,-.33096784,.91191417,.45424193,1.052547,.87222326,.2383673,.25151542,-.11424834,-.040481642,.47647175,.54520255,.56228864,.03135024,.33828318,.14781442,.059876584,-.2322197,-.29989824,-.39911681,-.099557027,.76917982,-.2505407,-.54633534,1.2043489,.073372573,.063264467,.11064491,-.0019785736,-.0018198715,.00003909141,.11064497,.033512019,-1.7856764,.39544624,.00020411784,.0032447819,-.45248544,-.46040624,-.46040624,.069845565,.069847509,.023086837,-.041982614,-.93873096
BEJ15C,ad song,.8487395,.14830306,.23753385,-.4477613,1.45464,.1627371,.39623338,-.023920804,-.69503677,-.61708206,-.63228405,.32057518,-.19178338,.88954067,-.52727896,-.81566882,-.59507537,-.83319271,-.61642134,.87206995,-.63650537,.97902972,-.96665078,-.22249305,1.202032,.19700502,.19387753,.18273485,.015949426,.2279741,.23971885,.24669164,.15443979,.0061766487,-.36490795,.096072122,.4335877,-.36756888,-.11073894,-.046804119,-.062667541,-.31427494,.079478063,-.9746775,-.49196005,-.11676437,-.045145035,-.22884421,-.35633796,-.034235943,.34895167,-.24075533,-.40245393,-.39677694,-.13083342,.84865046,1.0784991,.17693931,.43385196,-.97467411,.34895149,-.15587474,-.2346559,-.0050475188,.067426935,-.069593951,.029874517,.015899036,.10620476,.080296829,-1.0497518,-.76735342,-.89771599,-.89231676,-.87487167,-.95663065,-1.1428791,-.89985657,-.20188087,-1.0664258,-.12107399,-.027575869,-.039608307,-.0015643997,-.0018198715,-.0032019771,-.03960833,-.014822698,.32615718,.20473349,-.0034020289,.55724478,-.22183143,.50425446,.50425446,.44753781,.44753397,.55332029,.56221187,1.6094538
BEJ15D,ad speech,.064220183,-1.7491847,-1.7737637,-1.4685872,-.48530608,-.86407059,-1.542931,-1.8450108,-1.6482744,.33490491,.25276792,.095275745,-1.544522,.99180442,.14615005,.39774457,.37368384,.19964136,.44692701,-.40317956,.57584077,-.40861282,.26002491,.32423833,-.33188155,-.7869488,-.76508647,-1.139524,-.33425835,-.91639066,-.68630409,-.80402356,-.81065452,-.19844201,.16055959,-.4765414,-.60747594,.1029193,.11356656,.10957699,.38977292,1.3859807,-.17172696,-1.0827347,1.4449575,.38763791,.1842337,.39854425,.42951962,-.68984318,-1.3305216,-.42629144,1.038072,1.1403537,-.77449036,1.1681327,-.60172063,-.58393425,-.60716659,-1.082731,-1.3305209,.14159316,.35892314,.086003542,-.00027789135,-.15185204,-.31553611,-.15435971,-.14598037,-.25153393,.73080266,.53085816,1.0331587,1.7301085,.79329348,.74145311,.41269523,1.0781794,1.0901291,.15327662,.15170471,-.019947425,-.038952839,.0052213236,.0048355041,.0052331826,-.038952857,-.012194333,1.4540414,.54952681,.0053503443,-.83566284,-1.1488918,.24116513,.24116518,-1.0869501,-1.0869495,-.26629341,-.54952407,.2680085
BEJ16A,id song,.79452056,-.32858226,-.93124801,.30558556,.0045813364,-.65345234,-.54567432,.25992873,.66027898,-.5970251,-.26947647,-.63790685,.055977151,.10067278,-.54493344,-.22696456,.13409099,.21090837,.22680655,.32649884,-.078293554,-.7665993,.08630053,.38435134,.29705936,-.16370136,-.19891572,-.40514404,-.07058458,1.4294924,.038583834,-.28134224,-.89404571,-.64866024,-.98837918,-.44001728,-.87295312,-.86011112,-1.0827448,-1.0770473,-.70911855,-.84196019,-.52849036,-.27467161,-1.2005367,-.43350005,-.28184202,-1.3735414,-1.2418351,-.9006989,-.66206181,-.75834244,-1.8257153,-1.8151376,-.65518749,.082202971,-.51309091,1.6422062,-.87350988,-.27464965,-.66206145,-.68719852,-.90528071,-.55565971,-.56416804,-.47911757,-.51704443,-.77412707,-.46443596,-.37939307,-1.3303322,.17079411,.39931589,-.30280048,-1.555528,-1.4496657,-1.1922294,.39133108,-1.8567991,-.81576216,-.0753695,-.0062291706,-.0032187861,-.018400392,-.014121074,-.010872657,-.003218788,-.0086673452,.49752343,-.39342436,-.010512626,1.2202722,1.1738966,-.63579905,-.63579911,.49026632,.49026781,-.5589202,.15635809,-.63844937
BEJ16B,id speech,.69852942,-.14659518,.13516128,-.24256413,.00074576627,-1.2428415,-.51072329,-.033842653,.66027898,.59301233,.61369294,-.15539092,.53853381,-.6631797,.32740483,.76344806,.68198723,-.51180118,-.59415394,-.5167582,.12843002,.12661995,-.1157219,-.96214366,-.86063015,-.24369918,-.17598385,.1623902,-.07058458,-.9555642,-.35461608,-.179857,.56017047,.11718458,.5630008,-.36987883,.017218949,.42392957,.59464508,.60129625,1.3156377,1.514961,1.0182331,.006481702,1.6417953,.97075158,.8221584,.68069392,.85003203,.098530695,-1.1922909,.81724268,1.2188796,1.2249943,-1.2498846,-.69932765,.086043194,-.82521838,.017416546,.0064186365,-1.1922903,.5555383,.62970054,.83843601,.97663045,.29568964,.42098001,.58471394,.67126811,.21755405,.37982395,.048858155,-.1379171,.12619305,.14433499,.3635639,.39569932,-.1345184,-.45462921,.45439404,.027009364,.0014679304,.0021532832,.005556372,.0030668948,.00051372143,.0021532844,-.00029889608,-.361864,-.058940332,.00011805254,1.0621278,-.43831807,.065772437,.065772317,.75111127,.75110912,.064215019,-.030585434,-.97521389
BEJ16C,ad song,.50925928,.63072932,.70556623,.51426697,-.002237455,.95264167,.49465281,.4287279,.43386263,-.46315119,-.79868633,.91556525,-1.7041341,.34278181,-.49782866,-.65033078,-.41618237,.7042309,.77432287,.90168381,-.42569447,.88256282,.26189044,1.0582876,.78963017,.31356132,.27222729,-.15905079,.062440023,-.35448363,.36265752,.26674518,-.44585997,-.3360188,-.6047045,.13738151,.16675147,-.62486714,-.63243765,-.59689122,.060496282,-.049958583,.16093065,1.3259997,-.24190015,.2564849,.34054527,-.31542525,-.38617358,.27163231,.93152481,-.039757825,-1.1555521,-1.1788478,.95253623,.59518051,.75118715,-.53359902,.1669426,1.3260162,.93152434,-.32438442,-.55603433,-.072930619,-.11702198,-.23525944,-.22606751,-.21324633,-.049169477,-.12040923,-.10090532,.053621445,-.12407051,-1.1999004,-.39476025,-.57198,-.022754837,-.15995826,1.1557143,.1640311,-.028002242,.0015603031,.0034990101,-.0038355887,-.0029158047,-.0046421993,.003499012,-.00033642937,.23690379,.34809458,-.0048133056,-.90964204,.17272393,-.37270981,-.37270981,-.39147335,-.39147243,.48772094,.009127792,.59635383
BEJ16D,ad speech,.10309278,-.15555149,.090520889,-.57728875,-.0030898037,.94365185,.56174529,-.65481406,-1.7544206,.46716487,.45446876,-.12226728,1.1096228,.21972609,.71535772,.11384726,-.39989588,-.40333718,-.40697721,-.71142358,.37555727,-.24258521,-.23246981,-.48049524,-.2260596,.093840294,.10267173,.40180498,.078728616,-.11944553,-.046626329,.1944546,.77973568,.86749411,1.0300831,.67251462,.68898267,1.0610489,1.1205374,1.0726421,-.66701472,-.62304181,-.65067375,-1.0578098,-.19935818,-.7937364,-.88086146,1.0082731,.77797639,.53053623,.92282808,-.019142641,1.7623878,1.7689908,.95253623,.021944417,-.32413873,-.28338856,.68915117,-1.0577852,.9228276,.45604458,.83161449,-.20984553,-.29544035,.41868725,.32213205,.40265939,-.1576626,.28224832,1.0514135,-.27327394,-.13732834,1.376508,1.8059531,1.658082,.81928438,-.096854351,1.1557143,.19733736,.076362394,.0032009389,-.0024335051,.016679611,.013969986,.015001135,-.0024335065,.0093026711,-.37256324,.10426778,.015207879,-1.3727571,-.90830249,.94273669,.94273657,-.84990239,-.84990346,.0069842013,-.13490088,1.0173094
BEJ17A,id song,.86330932,.22975965,.28789699,.40520269,-.31781965,-.70985264,.16132532,.48124912,.71813655,1.702669,1.7743737,-.51212138,.4992041,-1.0128472,1.908464,1.722773,.51780355,.34361571,.31863084,-.45711091,.05426845,-.35153031,.24772741,.45620713,.18312944,.1489626,.059240401,.10059458,.21786176,-.30632013,.1430611,.18595675,.17490785,.11252806,-.2710745,.5497359,.86428702,-.22544226,-.38739806,-.39590842,-.1687905,.35481009,-.15519713,-.011497959,-.21197163,.073163033,.12323526,-.6450482,-.078247957,-.54866326,-.87750345,.56617993,-.77410311,-.80862123,-.65267467,-1.0125087,-.30207464,-.58382398,.86388141,-.011497919,-.87750304,-.078957401,-.54881096,-.27622822,-.063965127,-.24056104,-.0063003167,-.58482236,-.27063558,-.11281614,.57896864,.27061078,.14880155,-.41613942,.63635957,.61473513,.48164847,.14071167,.53632379,.36394444,-.59243059,-.12688647,-.12265884,-.0054304316,-.0045560431,-.001729809,-.12265891,-.020682812,.31171733,.0046863626,-.0014708885,1.1257774,2.1343989,.021924211,.021924106,.79840797,.79840976,.32681361,.46898887,.30168486
BEJ17B,id speech,.71311474,.49354661,.3637284,.84654266,-.40134984,.81875777,.33327094,.3843523,.30210236,-.78742743,-1.0189902,.43846592,-.0252403,-.30352509,-1.0244583,-.9775874,-.37084445,1.2389574,1.3539371,-.038019333,.49071085,.19628093,1.4518152,1.0616574,-.59477854,-.26320675,-.12004427,.36117631,-.28030205,-.1316471,-.27381983,-.19885147,.19351526,.2121675,.24605228,-.1397558,-.33197361,.1666313,.73035914,.82210207,.73306096,.84630913,.12396666,-1.1594909,1.1433411,.89376885,.82417083,1.8875237,.43289718,1.575829,.88007092,-.32321581,2.2950108,2.2635031,.90867561,-.2744582,-.085961089,.15217482,-.33232698,-1.159487,.88007051,.19254775,1.60965,.9725877,.38707778,.51076078,.37789318,1.4627771,.48673975,.26826686,-.7535702,-.33854896,-.25209129,1.1226321,-.76834941,-.85163939,-.73348838,-.26374742,-.26816189,-.52661324,-.56050402,-.12785199,-.12346663,-.0019830726,.000080628226,-.0017261391,-.12346669,-.02249304,-.2007876,-.50408083,-.0017453487,-.17082933,-1.6719941,1.9512457,1.9512455,-1.1046708,-1.1046726,-1.0559382,-.72109842,-.39990786
BEJ17C,ad song,.83200002,.050735161,-.021724174,-.31352258,1.7018211,-.60736877,-.008147859,-.021720793,-.031262234,-1.2026972,-1.2784352,.4610562,-1.2289462,1.6899807,-1.3081799,-.87937093,-.037898537,.47638938,.42117655,.78628278,-.51161861,1.4342843,.17680906,.75019372,.57005882,.16638534,.055070631,-.47463882,.2287209,.86501658,.22621861,.056667883,-.5879879,-.5522638,-1.3887353,-.1737846,.26842219,-1.44087,-1.0243125,-.89148229,-.6270209,-1.1898096,.19620165,2.4873834,-1.2957035,-.97968102,-.89564306,-1.4121164,-.58939314,-1.0112106,-.57279992,.080251776,-1.2930924,-1.3206254,-.95906264,1.7518274,1.3743228,.73892504,.26917541,2.4873745,-.57279968,-.22914998,-.73539722,-.4625158,-.19026583,-.41220498,-.27946907,-.64068019,-.14613666,-.17374761,-.7535702,-.33854896,-.25209129,-1.604883,-1.202917,-.85163939,-.73348838,-.26374742,-.26816189,-.52661324,1.5897888,.37622908,.36551055,-.012820709,-.010590054,-.0093764113,.36551076,.05345099,.81154054,.8830778,-.0093104085,-.53528446,-.95027345,-1.644308,-1.644308,.76121998,.76121813,1.807049,1.2682446,.13330261
BEJ17D,ad speech,.072580643,-.77404112,-.62990177,-.93822247,-.98265183,.49846366,-.48644882,-.84388018,-.9889766,.28745481,.52305174,-.38740048,.75498223,-.37360838,.42417482,.13418421,-.1090598,-2.0589635,-2.0937445,-.29115206,-.03336126,-1.2790331,-1.8763524,-2.2680557,-.15840927,-.052140642,.0057327026,.01286757,-.16628088,-.42704982,-.095459357,-.04377421,.21956524,.2275686,1.4137578,-.23619531,-.80073559,1.4996808,.68135118,.46528888,.062751144,-.011309018,-.16497035,-1.316394,.3643336,.012748423,-.051763218,.16964056,.23474398,-.01595491,.57023245,-.32321581,-.22781521,-.13425651,.70306176,-.46486044,-.98628634,-.30727616,-.80072898,-1.3163894,.57023215,.1155597,-.32544175,-.23384355,-.13284682,.14200521,-.092123732,-.23727456,-.069967568,.018296955,.92817169,.40648699,.35538101,.89839011,1.3349068,1.0885434,.9853282,.38678306,,.68928212,-.43685412,-.12149065,-.11938508,.020234214,.015065469,.012832357,-.11938515,-.010275143,-.92247051,-.38368213,.012526645,-.41966361,.48786864,-.32886156,-.32886159,-.45495814,-.45495752,-1.0779234,-1.0161363,-.035079636
BEJ19A,id song,.76991153,.42130491,.35004079,.40569407,-.60548735,1.2274518,.090664767,.31892961,.49749139,-.51278448,-.91623753,.63695812,.61880773,.96260005,-.67011458,-.13133626,.34458104,1.1335653,1.0464523,.63791573,-.12466599,1.0773076,.58983159,1.1489382,.52270502,.025921211,-.11535387,-.76706946,.36921123,1.1071187,.050048124,-.12885453,-.64132887,-.96135724,-1.4512911,-.50833642,.1416028,-1.2178782,-1.0880696,-.99775529,-.12135625,-.45609146,-.1914825,-.27491391,-.34946942,-.20618013,-.17448062,-.43806228,-.73237872,.19805643,1.2685703,-.099394418,-.75337136,-.78196377,1.3630242,.93076336,.90539092,.73087728,.14074713,-.27491295,1.2685696,-.74499214,-.74490875,-.73686337,-.52496791,-1.1780143,-1.0642914,-.81334782,-.72402793,-.91243154,1.7549571,2.1171827,1.1627822,.71786571,-1.1923788,-1.3886282,1.6116011,1.1872123,-.89865625,2.1498289,-.18843409,-.006857093,-.0066156024,-.011766032,-.014386472,-.018269455,-.0066156061,-.01223461,-.64418572,-.56590992,-.019186756,-.068667546,2.3673079,-.94273669,-.94273657,.69951612,.69951481,.96256304,1.150401,-.21047781
BEJ19B,id speech,.48888889,-.29372713,-.12087715,-.072362415,-.52408803,-.45338607,-.096227743,-.19755809,-.2549665,.85416287,.96816975,-.18709727,-.12520389,-1.0282999,.59859943,.70371628,.4052662,-.53942245,-.64144337,-.32464585,.089114718,-.99799633,-.31275502,-.3072398,.03960694,-.055350196,.070879698,.6465683,-.10587686,-.43539748,-.051588532,.022330187,.26670343,.93809706,.9842087,.70856106,.094024464,.72288543,1.1172858,1.1431239,.34905225,.62719047,.27828604,-.53061265,.70460355,.13324159,.025375411,.62110114,1.0284827,.189055,-.63029945,.45426917,.78585505,.77653867,-.35169303,-.97505426,-.82584709,-.51432109,.094303429,-.5306108,-.63029915,.87878716,.91319215,.67674166,.54723513,.8034392,.82845014,.51955473,.37947699,.51002216,.11852628,-.15525208,-.19026546,-.16093028,1.0397543,.89279562,-.071907848,-.19525951,.74288327,-.41460016,.25934955,.016173866,.018261066,.011115019,.01619179,.022261243,.018261077,.021249235,.066941023,.56465149,.023661427,-.53049052,-.11919163,1.6881561,1.6881562,-.41084898,-.41084668,-.86529469,-.93125057,-.26660523
BEJ19C,ad song,.60344827,.60459262,.52907926,.39849138,1.6984117,-.017251793,.56031227,.63969809,.49532765,-.80682325,-.65484989,-.30199799,.10709831,.18154521,-.47615767,-.72126007,-.5187422,-.14509526,-.30316782,.63510138,-.17847893,.71470362,-.36036611,-.18406771,.22259538,.33354431,.30158693,-.70592362,-.13166718,-.26072493,.36419794,.2207818,-.5321666,-1.1561019,-1.2677945,-1.0110074,-.17105599,-.86501217,-1.1370775,-1.1343135,-.57092077,-.60260594,-.48782203,1.4747469,-.59081179,-.31734568,-.25889635,-.75923526,-.48468724,-.3727403,.064498015,.14798722,-.63186991,-.68168038,-.36215973,.10205303,.64745712,-.1119361,-.17076555,1.4747418,.064497985,-.62770253,-.69415939,-.79036516,-.75245821,-1.1095488,-1.1417924,-.86512256,-.73266643,-.93042105,-1.6410253,-1.0055982,-.35149527,-.39470729,-.94525725,-.61557192,-1.4145083,-.36482668,.091085032,-1.2219756,-.13576631,-.007611359,-.0079316571,-.01022046,-.010720556,-.010861796,-.0079316618,-.0086345337,-.14893508,-.31089652,-.01116984,-.53049052,-1.439085,-.85504025,-.85504013,.77762479,.77761996,-.50638783,-.33810407,.32273266
BEJ19D,ad speech,.17948718,-.73216987,-.75824267,-.73182327,-.56883639,-.75681365,-.55474937,-.76106924,-.73785269,.46544662,.60291874,-.14786333,-.60070217,-.11584571,.54767281,.14888063,-.23110482,-.44904667,-.10184025,-.94837165,.21403091,-.79401577,.083288811,-.65763229,-.78490686,-.3041164,-.25711381,.82642478,-.13166718,-.41099483,-.36265805,-.11425693,.90679199,1.1793617,1.7348765,.81078303,-.064570844,1.3600049,1.1078614,.98894519,.34322429,.43150714,.40101805,-.66922104,.23567796,.39028493,.40800136,.57619667,.1885832,-.014370568,-.7027691,-.50286198,.59938633,.68710572,-.64917135,-.057762422,-.72700173,-.10462012,-.06428501,-.66921872,-.70276874,.49390748,.52587587,.8504867,.73019081,1.4841243,1.3776335,1.1589158,1.0772175,1.3328303,-.23245782,-.95633262,-.62102157,-.16222809,1.0978819,1.1114041,-.12518489,-.62712622,.064687967,-.51325309,.064850844,-.0017054139,-.0037138052,.010871471,.0089152362,.006870009,-.0037138073,-.00038008788,.72617954,.31215495,.0066951695,1.1296483,-.80903107,.10962046,.10962053,-1.066291,-1.0662892,.4091191,.11895411,.1543504
BEJ20A,id song,.94303799,.90665627,.82262796,.27145201,.26742455,.50024021,.63190019,.94444519,.99067396,-.73155755,-.27377433,-1.8682612,-.27745086,-.2211387,.090085939,-.45104286,-.47152656,-1.0703257,-.71509516,-.35242897,-.68880814,-1.395275,-.99032146,-1.0371681,-.0037810141,.11577723,.11240031,1.0118719,0,.29026514,.095066167,.36110502,.93129128,-.33163267,-.59219348,.0044317548,.1874824,-.49009195,-.87083268,-.90745085,-.4988035,-.21967454,-.76459438,.37238544,-.48323172,-.061859123,.016710948,-.61810529,-.56293517,-.034548216,.22600175,-.31290835,-.8330189,-.84196949,.45112637,-.17093885,-.62170976,.58528727,.18775731,.37238413,.22600164,-.37831351,-.54898697,-.27875349,-.28589395,-.36838266,-.91110945,-.5273177,-.33820415,-.30715722,.82568491,.53435206,.60454679,.29995212,.088065237,.90901738,.85560083,.60776722,1.2441878,1.087214,-.056636751,-.012103546,-.014054537,-.0011566094,-.0017417223,-.0033536789,-.014054544,-.0055297907,-.77813929,-1.389112,-.0036244022,.73870546,2.0047989,-.74541968,-.74541962,-1.4969518,-1.4969566,-1.1609443,-1.7727827,.53321046
